code,name,name_kana,name_romaji
36201,徳島市,トクシマシ,TOKUSHIMA SHI
36202,鳴門市,ナルトシ,NARUTO SHI
36203,小松島市,コマツシマシ,KOMATSUSHIMA SHI
36204,阿南市,アナンシ,ANAN SHI
36205,吉野川市,ヨシノガワシ,YOSHINOGAWA SHI
36206,阿波市,アワシ,AWA SHI
36207,美馬市,ミマシ,MIMA SHI
36208,三好市,ミヨシシ,MIYOSHI SHI
36301,勝浦郡勝浦町,カツウラグンカツウラチョウ,KATSURA GUN KATSURA CHO
36302,勝浦郡上勝町,カツウラグンカミカツチョウ,KATSURA GUN KAMIKATSU CHO
36321,名東郡佐那河内村,ミョウドウグンサナゴウチソン,MYODO GUN SANAGOCHI SON
36341,名西郡石井町,ミョウザイグンイシイチョウ,MYOZAI GUN ISHII CHO
36342,名西郡神山町,ミョウザイグンカミヤマチョウ,MYOZAI GUN KAMIYAMA CHO
36368,那賀郡那賀町,ナカグンナカチョウ,NAKA GUN NAKA CHO
36383,海部郡牟岐町,カイフグンムギチョウ,KAIFU GUN MUGI CHO
36387,海部郡美波町,カイフグンミナミチョウ,KAIFU GUN MINAMI CHO
36388,海部郡海陽町,カイフグンカイヨウチョウ,KAIFU GUN KAIYO CHO
36401,板野郡松茂町,イタノグンマツシゲチョウ,ITANO GUN MATSUSHIGE CHO
36402,板野郡北島町,イタノグンキタジマチョウ,ITANO GUN KITAJIMA CHO
36403,板野郡藍住町,イタノグンアイズミチョウ,ITANO GUN AIZUMI CHO
36404,板野郡板野町,イタノグンイタノチョウ,ITANO GUN ITANO CHO
36405,板野郡上板町,イタノグンカミイタチョウ,ITANO GUN KAMIITA CHO
36468,美馬郡つるぎ町,ミマグンツルギチョウ,MIMA GUN TSURUGI CHO
36489,三好郡東みよし町,ミヨシグンヒガシミヨシチョウ,MIYOSHI GUN HIGASHIMIYOSHI CHO
