code,name,name_kana,name_romaji
00577,札幌市中央区,サッポロシチュウオウク,SAPPORO SHI CHUO KU
00578,札幌市北区,サッポロシキタク,SAPPORO SHI KITA KU
00579,札幌市東区,サッポロシヒガシク,SAPPORO SHI HIGASHI KU
00580,札幌市白石区,サッポロシシロイシク,SAPPORO SHI SHIROISHI KU
00581,札幌市豊平区,サッポロシトヨヒラク,SAPPORO SHI TOYOHIRA KU
00582,札幌市南区,サッポロシミナミク,SAPPORO SHI MINAMI KU
00583,札幌市西区,サッポロシニシク,SAPPORO SHI NISHI KU
01108,札幌市厚別区,サッポロシアツベツク,SAPPORO SHI ATSUBETSU KU
01109,札幌市手稲区,サッポロシテイネク,SAPPORO SHI TEINE KU
00584,札幌市清田区,サッポロシキヨタク,SAPPORO SHI KIYOTA KU
00642,函館市,ハコダテシ,HAKODATE SHI
00643,小樽市,オタルシ,OTARU SHI
00644,旭川市,アサヒカワシ,ASAHIKAWA SHI
00645,室蘭市,ムロランシ,MURORAN SHI
00646,釧路市,クシロシ,KUSHIRO SHI
00647,帯広市,オビヒロシ,OBIHIRO SHI
01208,北見市,キタミシ,KITAMI SHI
01209,夕張市,ユウバリシ,YUBARI SHI
00648,岩見沢市,イワミザワシ,IWAMIZAWA SHI
00649,網走市,アバシリシ,ABASHIRI SHI
00650,留萌市,ルモイシ,RUMOI SHI
00651,苫小牧市,トマコマイシ,TOMAKOMAI SHI
00652,稚内市,ワッカナイシ,WAKKANAI SHI
00653,美唄市,ビバイシ,BIBAI SHI
00654,芦別市,アシベツシ,ASHIBETSU SHI
00655,江別市,エベツシ,EBETSU SHI
01218,赤平市,アカビラシ,AKABIRA SHI
01219,紋別市,モンベツシ,MOMBETSU SHI
00656,士別市,シベツシ,SHIBETSU SHI
00657,名寄市,ナヨロシ,NAYORO SHI
00658,三笠市,ミカサシ,MIKASA SHI
00659,根室市,ネムロシ,NEMURO SHI
00660,千歳市,チトセシ,CHITOSE SHI
00661,滝川市,タキカワシ,TAKIKAWA SHI
00662,砂川市,スナガワシ,SUNAGAWA SHI
00663,歌志内市,ウタシナイシ,UTASHINAI SHI
01228,深川市,フカガワシ,FUKAGAWA SHI
01229,富良野市,フラノシ,FURANO SHI
00664,登別市,ノボリベツシ,NOBORIBETSU SHI
00665,恵庭市,エニワシ,ENIWA SHI
00667,伊達市,ダテシ,DATE SHI
00668,北広島市,キタヒロシマシ,KITAHIROSHIMA SHI
00669,石狩市,イシカリシ,ISHIKARI SHI
00670,北斗市,ホクトシ,HOKUTO SHI
00707,石狩郡当別町,イシカリグントウベツチョウ,ISHIKARI GUN TOBETSU CHO
00708,石狩郡新篠津村,イシカリグンシンシノツムラ,ISHIKARI GUN SHINSHINOTSU MURA
00729,松前郡松前町,マツマエグンマツマエチョウ,MATSUMAE GUN MATSUMAE CHO
00730,松前郡福島町,マツマエグンフクシマチョウ,MATSUMAE GUN FUKUSHIMA CHO
00731,上磯郡知内町,カミイソグンシリウチチョウ,KAMIISO GUN SHIRIUCHI CHO
00732,上磯郡木古内町,カミイソグンキコナイチョウ,KAMIISO GUN KIKONAI CHO
00735,亀田郡七飯町,カメダグンナナエチョウ,KAMEDA GUN NANAE CHO
00739,茅部郡鹿部町,カヤベグンシカベチョウ,KAYABE GUN SHIKABE CHO
00741,茅部郡森町,カヤベグンモリマチ,KAYABE GUN MORI MACHI
00742,二海郡八雲町,フタミグンヤクモチョウ,FUTAMI GUN YAKUMO CHO
00743,山越郡長万部町,ヤマコシグンオシャマンベチョウ,YAMAKOSHI GUN OSHAMAMBE CHO
00753,檜山郡江差町,ヒヤマグンエサシチョウ,HIYAMA GUN ESASHI CHO
00754,檜山郡上ノ国町,ヒヤマグンカミノクニチョウ,HIYAMA GUN KAMINOKUNI CHO
00755,檜山郡厚沢部町,ヒヤマグンアッサブチョウ,HIYAMA GUN ASSABU CHO
00756,爾志郡乙部町,ニシグンオトベチョウ,NISHI GUN OTOBE CHO
00759,奥尻郡奥尻町,オクシリグンオクシリチョウ,OKUSHIRI GUN OKUSHIRI CHO
00760,瀬棚郡今金町,セタナグンイマカネチョウ,SETANA GUN IMAKANE CHO
00761,久遠郡せたな町,クドウグンセタナチョウ,KUDO GUN SETANA CHO
01391,島牧郡島牧村,シママキグンシママキムラ,SHIMAMAKI GUN SHIMAMAKI MURA
01392,寿都郡寿都町,スッツグンスッツチョウ,SUTTSU GUN SUTTSU CHO
01393,寿都郡黒松内町,スッツグンクロマツナイチョウ,SUTTSU GUN KUROMATSUNAI CHO
01394,磯谷郡蘭越町,イソヤグンランコシチョウ,ISOYA GUN RANKOSHI CHO
01395,虻田郡ニセコ町,アブタグンニセコチョウ,ABUTA GUN NISEKO CHO
01396,虻田郡真狩村,アブタグンマッカリムラ,ABUTA GUN MAKKARI MURA
01397,虻田郡留寿都村,アブタグンルスツムラ,ABUTA GUN RUSUTSU MURA
01398,虻田郡喜茂別町,アブタグンキモベツチョウ,ABUTA GUN KIMOBETSU CHO
01399,虻田郡京極町,アブタグンキョウゴクチョウ,ABUTA GUN KYOGOKU CHO
00768,虻田郡倶知安町,アブタグンクッチャンチョウ,ABUTA GUN KUTCHAN CHO
00769,岩内郡共和町,イワナイグンキョウワチョウ,IWANAI GUN KYOWA CHO
00770,岩内郡岩内町,イワナイグンイワナイチョウ,IWANAI GUN IWANAI CHO
00771,古宇郡泊村,フルウグントマリムラ,FURU GUN TOMARI MURA
00772,古宇郡神恵内村,フルウグンカモエナイムラ,FURU GUN KAMOENAI MURA
00773,積丹郡積丹町,シャコタングンシャコタンチョウ,SHAKOTAN GUN SHAKOTAN CHO
00774,古平郡古平町,フルビラグンフルビラチョウ,FURUBIRA GUN FURUBIRA CHO
00775,余市郡仁木町,ヨイチグンニキチョウ,YOICHI GUN NIKI CHO
01408,余市郡余市町,ヨイチグンヨイチチョウ,YOICHI GUN YOICHI CHO
01409,余市郡赤井川村,ヨイチグンアカイガワムラ,YOICHI GUN AKAIGAWA MURA
00787,空知郡南幌町,ソラチグンナンポロチョウ,SORACHI GUN NAMPORO CHO
00788,空知郡奈井江町,ソラチグンナイエチョウ,SORACHI GUN NAIE CHO
00789,空知郡上砂川町,ソラチグンカミスナガワチョウ,SORACHI GUN KAMISUNAGAWA CHO
00791,夕張郡由仁町,ユウバリグンユニチョウ,YUBARI GUN YUNI CHO
01428,夕張郡長沼町,ユウバリグンナガヌマチョウ,YUBARI GUN NAGANUMA CHO
01429,夕張郡栗山町,ユウバリグンクリヤマチョウ,YUBARI GUN KURIYAMA CHO
00792,樺戸郡月形町,カバトグンツキガタチョウ,KABATO GUN TSUKIGATA CHO
00793,樺戸郡浦臼町,カバトグンウラウスチョウ,KABATO GUN URAUSU CHO
00794,樺戸郡新十津川町,カバトグンシントツカワチョウ,KABATO GUN SHINTOTSUKAWA CHO
00795,雨竜郡妹背牛町,ウリュウグンモセウシチョウ,URYU GUN MOSEUSHI CHO
00796,雨竜郡秩父別町,ウリュウグンチップベツチョウ,URYU GUN CHIPPUBETSU CHO
00798,雨竜郡雨竜町,ウリュウグンウリュウチョウ,URYU GUN URYU CHO
00799,雨竜郡北竜町,ウリュウグンホクリュウチョウ,URYU GUN HOKURYU CHO
01438,雨竜郡沼田町,ウリュウグンヌマタチョウ,URYU GUN NUMATA CHO
00810,上川郡鷹栖町,カミカワグンタカスチョウ,KAMIKAWA GUN TAKASU CHO
00811,上川郡東神楽町,カミカワグンヒガシカグラチョウ,KAMIKAWA GUN HIGASHIKAGURA CHO
00812,上川郡当麻町,カミカワグントウマチョウ,KAMIKAWA GUN TOMA CHO
00813,上川郡比布町,カミカワグンピップチョウ,KAMIKAWA GUN PIPPU CHO
00814,上川郡愛別町,カミカワグンアイベツチョウ,KAMIKAWA GUN AIBETSU CHO
00815,上川郡上川町,カミカワグンカミカワチョウ,KAMIKAWA GUN KAMIKAWA CHO
01458,上川郡東川町,カミカワグンヒガシカワチョウ,KAMIKAWA GUN HIGASHIKAWA CHO
01459,上川郡美瑛町,カミカワグンビエイチョウ,KAMIKAWA GUN BIEI CHO
00816,空知郡上富良野町,ソラチグンカミフラノチョウ,SORACHI GUN KAMIFURANO CHO
00817,空知郡中富良野町,ソラチグンナカフラノチョウ,SORACHI GUN NAKAFURANO CHO
00818,空知郡南富良野町,ソラチグンミナミフラノチョウ,SORACHI GUN MINAMIFURANO CHO
00819,勇払郡占冠村,ユウフツグンシムカップムラ,YUFUTSU GUN SHIMUKAPPU MURA
00820,上川郡和寒町,カミカワグンワッサムチョウ,KAMIKAWA GUN WASSAMU CHO
00821,上川郡剣淵町,カミカワグンケンブチチョウ,KAMIKAWA GUN KEMBUCHI CHO
01468,上川郡下川町,カミカワグンシモカワチョウ,KAMIKAWA GUN SHIMOKAWA CHO
01469,中川郡美深町,ナカガワグンビフカチョウ,NAKAGAWA GUN BIFUKA CHO
00824,中川郡音威子府村,ナカガワグンオトイネップムラ,NAKAGAWA GUN OTOINEPPU MURA
00825,中川郡中川町,ナカガワグンナカガワチョウ,NAKAGAWA GUN NAKAGAWA CHO
00826,雨竜郡幌加内町,ウリュウグンホロカナイチョウ,URYU GUN HOROKANAI CHO
01481,増毛郡増毛町,マシケグンマシケチョウ,MASHIKE GUN MASHIKE CHO
01482,留萌郡小平町,ルモイグンオビラチョウ,RUMOI GUN OBIRA CHO
01483,苫前郡苫前町,トママエグントママエチョウ,TOMAMAE GUN TOMAMAE CHO
01484,苫前郡羽幌町,トママエグンハボロチョウ,TOMAMAE GUN HABORO CHO
01485,苫前郡初山別村,トママエグンショサンベツムラ,TOMAMAE GUN SHOSAMBETSU MURA
01486,天塩郡遠別町,テシオグンエンベツチョウ,TESHIO GUN EMBETSU CHO
01487,天塩郡天塩町,テシオグンテシオチョウ,TESHIO GUN TESHIO CHO
00841,宗谷郡猿払村,ソウヤグンサルフツムラ,SOYA GUN SARUFUTSU MURA
00842,枝幸郡浜頓別町,エサシグンハマトンベツチョウ,ESASHI GUN HAMATOMBETSU CHO
00843,枝幸郡中頓別町,エサシグンナカトンベツチョウ,ESASHI GUN NAKATOMBETSU CHO
00844,枝幸郡枝幸町,エサシグンエサシチョウ,ESASHI GUN ESASHI CHO
00846,天塩郡豊富町,テシオグントヨトミチョウ,TESHIO GUN TOYOTOMI CHO
00847,礼文郡礼文町,レブングンレブンチョウ,REBUN GUN REBUN CHO
01518,利尻郡利尻町,リシリグンリシリチョウ,RISHIRI GUN RISHIRI CHO
01519,利尻郡利尻富士町,リシリグンリシリフジチョウ,RISHIRI GUN RISHIRIFUJI CHO
00848,天塩郡幌延町,テシオグンホロノベチョウ,TESHIO GUN HORONOBE CHO
00867,網走郡美幌町,アバシリグンビホロチョウ,ABASHIRI GUN BIHORO CHO
00868,網走郡津別町,アバシリグンツベツチョウ,ABASHIRI GUN TSUBETSU CHO
00869,斜里郡斜里町,シャリグンシャリチョウ,SHARI GUN SHARI CHO
00870,斜里郡清里町,シャリグンキヨサトチョウ,SHARI GUN KIYOSATO CHO
00871,斜里郡小清水町,シャリグンコシミズチョウ,SHARI GUN KOSHIMIZU CHO
01549,常呂郡訓子府町,トコログンクンネップチョウ,TOKORO GUN KUNNEPPU CHO
00872,常呂郡置戸町,トコログンオケトチョウ,TOKORO GUN OKETO CHO
00874,常呂郡佐呂間町,トコログンサロマチョウ,TOKORO GUN SAROMA CHO
00877,紋別郡遠軽町,モンベツグンエンガルチョウ,MOMBETSU GUN ENGARU CHO
01559,紋別郡湧別町,モンベツグンユウベツチョウ,MOMBETSU GUN YUBETSU CHO
00880,紋別郡滝上町,モンベツグンタキノウエチョウ,MOMBETSU GUN TAKINOE CHO
