code,name,name_kana,name_romaji
03201,山形市,ヤマガタシ,YAMAGATA SHI
03202,米沢市,ヨネザワシ,YONEZAWA SHI
03203,鶴岡市,ツルオカシ,TSURUOKA SHI
03204,酒田市,サカタシ,SAKATA SHI
03205,新庄市,シンジョウシ,SHINJO SHI
03206,寒河江市,サガエシ,SAGAE SHI
03207,上山市,カミノヤマシ,KAMINOYAMA SHI
06208,村山市,ムラヤマシ,MURAYAMA SHI
06209,長井市,ナガイシ,NAGAI SHI
03208,天童市,テンドウシ,TENDO SHI
03209,東根市,ヒガシネシ,HIGASHINE SHI
03210,尾花沢市,オバナザワシ,OBANAZAWA SHI
03211,南陽市,ナンヨウシ,NANYO SHI
03265,東村山郡山辺町,ヒガシムラヤマグンヤマノベマチ,HIGASHIMURAYAMA GUN YAMANOBE MACHI
03266,東村山郡中山町,ヒガシムラヤマグンナカヤママチ,HIGASHIMURAYAMA GUN NAKAYAMA MACHI
03281,西村山郡河北町,ニシムラヤマグンカホクチョウ,NISHIMURAYAMA GUN KAHOKU CHO
03282,西村山郡西川町,ニシムラヤマグンニシカワマチ,NISHIMURAYAMA GUN NISHIKAWA MACHI
03283,西村山郡朝日町,ニシムラヤマグンアサヒマチ,NISHIMURAYAMA GUN ASAHI MACHI
03284,西村山郡大江町,ニシムラヤマグンオオエマチ,NISHIMURAYAMA GUN OE MACHI
03297,北村山郡大石田町,キタムラヤマグンオオイシダマチ,KITAMURAYAMA GUN OISHIDA MACHI
03313,最上郡金山町,モガミグンカネヤママチ,MOGAMI GUN KANEYAMA MACHI
03314,最上郡最上町,モガミグンモガミマチ,MOGAMI GUN MOGAMI MACHI
03315,最上郡舟形町,モガミグンフナガタマチ,MOGAMI GUN FUNAGATA MACHI
03316,最上郡真室川町,モガミグンマムロガワマチ,MOGAMI GUN MAMUROGAWA MACHI
03317,最上郡大蔵村,モガミグンオオクラムラ,MOGAMI GUN OKURA MURA
03318,最上郡鮭川村,モガミグンサケガワムラ,MOGAMI GUN SAKEGAWA MURA
03319,最上郡戸沢村,モガミグントザワムラ,MOGAMI GUN TOZAWA MURA
06381,東置賜郡高畠町,ヒガシオキタマグンタカハタマチ,HIGASHIOKITAMA GUN TAKAHATA MACHI
06382,東置賜郡川西町,ヒガシオキタマグンカワニシマチ,HIGASHIOKITAMA GUN KAWANISHI MACHI
03329,西置賜郡小国町,ニシオキタマグンオグニマチ,NISHIOKITAMA GUN OGUNI MACHI
03330,西置賜郡白鷹町,ニシオキタマグンシラタカマチ,NISHIOKITAMA GUN SHIRATAKA MACHI
03331,西置賜郡飯豊町,ニシオキタマグンイイデマチ,NISHIOKITAMA GUN IIDE MACHI
03350,東田川郡三川町,ヒガシタガワグンミカワマチ,HIGASHITAGAWA GUN MIKAWA MACHI
06428,東田川郡庄内町,ヒガシタガワグンショウナイマチ,HIGASHITAGAWA GUN SHONAI MACHI
03377,飽海郡遊佐町,アクミグンユザマチ,AKUMI GUN YUZA MACHI
