code,name,name_kana,name_romaji
32201,松江市,マツエシ,MATSUE SHI
32202,浜田市,ハマダシ,HAMADA SHI
32203,出雲市,イズモシ,IZUMO SHI
32204,益田市,マスダシ,MASUDA SHI
32205,大田市,オオダシ,ODA SHI
32206,安来市,ヤスギシ,YASUGI SHI
32207,江津市,ゴウツシ,GOTSU SHI
32209,雲南市,ウンナンシ,UNNAN SHI
32343,仁多郡奥出雲町,ニタグンオクイズモチョウ,NITA GUN OKUIZUMO CHO
32386,飯石郡飯南町,イイシグンイイナンチョウ,IISHI GUN IINAN CHO
32441,邑智郡川本町,オオチグンカワモトマチ,OCHI GUN KAWAMOTO MACHI
32448,邑智郡美郷町,オオチグンミサトチョウ,OCHI GUN MISATO CHO
32449,邑智郡邑南町,オオチグンオオナンチョウ,OCHI GUN ONAN CHO
32501,鹿足郡津和野町,カノアシグンツワノチョウ,KANOASHI GUN TSUWANO CHO
32505,鹿足郡吉賀町,カノアシグンヨシカチョウ,KANOASHI GUN YOSHIKA CHO
32525,隠岐郡海士町,オキグンアマチョウ,OKI GUN AMA CHO
32526,隠岐郡西ノ島町,オキグンニシノシマチョウ,OKI GUN NISHINOSHIMA CHO
32527,隠岐郡知夫村,オキグンチブムラ,OKI GUN CHIBU MURA
32528,隠岐郡隠岐の島町,オキグンオキノシマチョウ,OKI GUN OKINOSHIMA CHO
